ciBusinessName,ciFiscalCode,ptBusinessName,ptFiscalCode
ISTRUZIONE SECONDARIA SUPERIORE - GIUSEPPE LUIGI LAGRANGE,80106410154,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - GIUSEPPE LUOSI,82002550364,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - GIUSEPPE TORNO,93001240154,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - GIUSEPPE TORNO,93001240154,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - GIUSTINO FORTUNATO,81000120774,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - GIUSTINO FORTUNATO,81000120774,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - GRAMSCI- AMALDI (CARBONIA),81003330925,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - GRAMSCI- AMALDI (CARBONIA),81003330925,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - GREGORIO RONCA,92003650642,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - GREGORIO RONCA,92003650642,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - GROTTAMINARDA,90012300647,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - GROTTAMINARDA,90012300647,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - GUARINO VERONESE,83002170237,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I. I. S. 'LUIGI DONATI',90000710419,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I. PORRO,94540190017,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I. PORRO,94540190017,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I. S. 'OLIVELLI-PUTELLI'- DARFO,90020830171,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I. S. I. S. ' BAIANESE - LAURO',92076930640,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I. S. I. S. ' BAIANESE - LAURO',92076930640,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.CANKAR (LINGUA SLOVENA),80005120318,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S 'GIANDOMENICO ROMAGNOSI',80014330338,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S . SPEZZANO A. 'LS - IPA',88001870786,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S ARRIGO SERPIERI,80013610375,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S MANFREDI - TANARI,91200880374,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.'S.MARTA' E 'G.BRANCA',80005210416,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.-I.T.C. N. 2 BECCARIA - CARBONIA,90007990923,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.-I.T.C. N. 2 BECCARIA - CARBONIA,90007990923,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ' ALBERTO PAROLINI',80009290240,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ' MANCINI' COSENZA,80006390787,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'A CANOVA',80016610240,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'ANGELONI',92053090608,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'ANGELONI',92053090608,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'ANTONIO CECCHI',92024280411,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'D.ZACCAGNA',82002730453,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'D.ZACCAGNA',82002730453,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'DE AMICIS' - ROVIGO,93028770290,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'DELLA ROVERE',91005200414,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'DI POPPA - ROZZI',80003110675,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'DON MICHELE ARENA',92002960844,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'DON MICHELE ARENA',92002960844,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G. ALBERTI' BN,80000840621,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G. FILANGIERI',95128210655,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G. FILANGIERI',95128210655,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G. FORTUNATO' RIONERO IN VULTURE,85000790767,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G. FORTUNATO' RIONERO IN VULTURE,85000790767,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G.ASPRONI',81003350923,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G.ASPRONI',81003350923,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G.CELLI',82005570419,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G.G.TRISSINO',85001210245,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'LUIGI FAILLA TEDALDI',91002040821,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'LUIGI FAILLA TEDALDI',91002040821,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'MARIE CURIE' GARDA-BUSSOLENGO,90016770233,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'RONCALLI',82002260527,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'RONCALLI',82002260527,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ACRI 'LC- LS',85000190786,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ACRI 'LC- LS',85000190786,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. AMANTEA 'LS-IPSIA',86002100781,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ANTON GIULIO BRAGAGLIA,92057050608,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ANTON GIULIO BRAGAGLIA,92057050608,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ARCHIMEDE,80073690374,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. BARTOLOMEO SCAPPI,90014770375,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. BISIGNANO 'ITI-LS',90001960781,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. BISIGNANO 'ITI-LS',90001960781,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CADUTI DELLA DIRETTISSIMA,92004610371,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CASSANO I. 'IPSIA-ITC-IPA',94006250784,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CASSANO I. 'IPSIA-ITC-IPA',94006250784,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CASTROLIBERO 'LS-ITCG',98008780789,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CASTROLIBERO 'LS-ITCG',98008780789,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CASTROVILLARI 'IPSIA-IPSC',83002230783,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CASTROVILLARI 'ITC - ITG',83002130785,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CASTROVILLARI 'LC-ISA',94006090784,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CORIGLIANO C. 'LC-LS',84000550784,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. COSENZA 'IPSS-ITAS',98077750788,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. COSENZA 'ITC-ITG',98077870784,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. DELLA VALDICHIANA,81003600525,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. DELLA VALDICHIANA,81003600525,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. DI VALLE SABBIA 'G. PERLASCA',96006830176,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. DIAMANTE 'ITCG-IPA',82001210788,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. E. MONTALE-NUOVO I.P.C,80104050101,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. E. MONTALE-NUOVO I.P.C,80104050101,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ENRICO MATTEI,92004600372,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. F. ALBERGHETTI,02103431207,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. FUSCALDO 'ITI-IPSIA',86002200789,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. GIORDANO BRUNO,80074410376,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. GUIDO PARODI,81001730068,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. GUIDO PARODI,81001730068,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. IST.TEC.AGR. 'ULPIANI' ASCOLI P.,80002930446,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. IST.TEC.COMM. AMANDOLA,80007950449,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. JAMES CLERK MAXWELL,80124170152,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. JEAN MONNET,90002390137,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. LIC. CL.'LEOPARDI' S.BENEDETTO TR,82002590444,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. LUIGI FANTINI,80074950371,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. MARIA MONTESSORI - L. DA VINCI,80071330379,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. MAZZATINTI,92013830549,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. PAOLINI - CASSIANO DA IMOLA,90032210370,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. PRAIA A MARE 'IPSAR-LC',92004180789,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ROGGIANO G. 'LS-ITI',80004040780,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ROSSANO 'ITAS-ITC',97022350785,Ministero dell'istruzione e del merito,80185250588
"ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. S.DACQUISTO, 69",87004430580,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. V.CAPIROLA,97000580171,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. V.CAPIROLA,97000580171,Ministero dell'istruzione e del merito,80185250588
"ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. VIALE M. F. NOBILIORE, 79/A",97198880581,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.LICEO 'C. MARCHESI' CL./SC.,93151730871,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.LICEO 'C. MARCHESI' CL./SC.,93151730871,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.MAJORANA,84511990016,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S.'GIANNELLI'-PARABITA,81002570752,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S.'GIANNELLI'-PARABITA,81002570752,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. 'CALOGERO AMATO VETRANO',92003990840,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. 'DON TONINO BELLO' COPERTINO,93073730751,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. 'ETTORE MAJORANA',93248140720,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. 'NOTARANGELO - ROSATI',80030380713,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. 'ROSA LUXEMBURG',91001810729,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. GIUSEPPE DESSI,92104860926,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. GIUSEPPE DESSI,92104860926,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. LERCARA FRIDDI,97173690823,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. PIETRO SETTE,91053080726,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. TOMMASO FIORE,93005290726,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. TOMMASO FIORE,93005290726,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S.(L.S. - L.C.),83004590721,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.P.S. SERVIZI COMMERCIALI E TURISTICI,91016760794,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.P.S.I.A. INVERUNO,93018890157,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.P.S.S.C.T. E GRAFICA PUBBL. 'F.ORIOLI',80011990563,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.P.S.S.C.T. E GRAFICA PUBBL. 'F.ORIOLI',80011990563,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.'BISAZZA' ME,80006550836,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.'BISAZZA' ME,80006550836,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.'G. FALCONE' POZZUOLI,96024780635,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.'G. FALCONE' POZZUOLI,96024780635,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.'G.B. IMPALLOMENI',82001980836,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.'G.B. IMPALLOMENI',82001980836,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.'GANDHI'DI CASORIA,93025750634,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.'GANDHI'DI CASORIA,93025750634,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.- IPCT MUNTHE ANACAPRI,82015960634,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.- IPCT MUNTHE ANACAPRI,82015960634,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.-ITCG-L.SC.-L.DA VINCI-POGGIOMARINO,90044450634,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.-ITCG-L.SC.-L.DA VINCI-POGGIOMARINO,90044450634,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.-ITN.DUCA DEGLI ABRUZZI-IPIAM NAPOLI,94203740637,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.-ITN.DUCA DEGLI ABRUZZI-IPIAM NAPOLI,94203740637,Advanced Systems S.p.A.,3383350638
ISTRUZIONE SECONDARIA SUPERIORE - I.S. 'E. MEDI' SAN BARTOLOMEO IN GALDO,91000140623,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S. 'G. GALILEI' - 'M. VETRONE',92048450628,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S. 'G. GALILEI' - 'M. VETRONE',92048450628,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S. 'M. CARAFA' - 'N. GIUSTINIANI',92048810623,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S. - ITAS - L. SC. - 'E. DI SAVOIA',80025840630,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S. - ITAS - L. SC. - 'E. DI SAVOIA',80025840630,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S. - ITN CARACCIOLO IM.G DA PROCIDA,91006030638,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S. - ITN CARACCIOLO IM.G DA PROCIDA,91006030638,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S. C. COLOMBO,80019780636,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S. CASANOVA-NAPOLI-,80020100634,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S. CASANOVA-NAPOLI-,80020100634,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S. DI CALOLZIOCORTE,92058850139,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S. FERMI MN,80016570204,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S. NINO BIXIO-PIANO SORRENTO,82009030634,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S. NINO BIXIO-PIANO SORRENTO,82009030634,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.BARCELLONA FERRARI,83000870838,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.BARCELLONA FERRARI,83000870838,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.F.DEGNI-T.GRECO-,80037980630,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.F.DEGNI-T.GRECO-,80037980630,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S- 'L. PACIOLI',94054620631,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S ALBERTINI,92004180631,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S ALBERTINI,92004180631,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S DI QUARTO,96019100633,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S DI QUARTO,96019100633,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S.'GIULIO NATTA',80031940168,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S.'GIULIO NATTA',80031940168,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. 'GALILEO GALILEI',94061470483,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. 'GALILEO GALILEI',94061470483,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. 'GIOVANNI FALCONE',82009260124,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. 'GIOVANNI FALCONE',82009260124,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. 'GIOVANNI PAOLO II',91002170768,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. 'S. PERTINI' MONFALCONE,90016920317,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. ANTONIO SERRA- NAPOLI-,80027760638,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. ANTONIO SERRA- NAPOLI-,80027760638,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. DE NICOLA,80020320638,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. DE NICOLA,80020320638,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. FLORENCE NIGHTINGALE,90001990267,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S. VIA Y. DE BEGNAC,91038400585,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S.S. 'L. SCARAMBONE',80012110757,Ministero dell'istruzione e del merito,80185250588
Istruzione Secondaria Superiore - I.S.I.S.S. 'Tonino Guerra' Polo S. Novafeltria,80034510414,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S.S. DELLA PIANA DI LUCCA,80013400462,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S.S. DELLA PIANA DI LUCCA,80013400462,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.T. 'U.BASSI - P.BURGATTI',81001250380,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.IS. GRAZIANI DI TORRE ANN.,82008750638,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.LICEO 'ELSA MORANTE',94203620631,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.LICEO 'ELSA MORANTE',94203620631,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.MINUTOLI MESSINA,97061930836,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.MINUTOLI MESSINA,97061930836,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.MISTRETTA MANZONI,85000490830,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.MISTRETTA MANZONI,85000490830,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.S.S.AGATA M.LLO SCIASCIA,95001840834,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.S.S.AGATA M.LLO SCIASCIA,95001840834,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.T.AGRARIO 'DUCA DEGLI ABRUZZI',80003870922,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.T.AGRARIO 'DUCA DEGLI ABRUZZI',80003870922,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.T.AGRARIO G.FERRARIS,80006300026,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.T.C.G.'G.FALCONE E P.BORSELLINO',91007440901,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.T.C.GEOMETRI 'L. EINAUDI' MUR,80018570921,ARGO SOFTWARE SRL,838520880
ISTRUZIONE SECONDARIA SUPERIORE - I.T.C.GEOMETRI 'L. EINAUDI' MUR,80018570921,Ministero dell'istruzione e del merito,80185250588
ISTRUZIONE SECONDARIA SUPERIORE - I.T.I.P. L.BUCCI,81001760396,Ministero dell'istruzione e del merito,80185250588
